Symbol,Price,Timestamp
RELIANCE,1154.8,2025-04-07 14:38:06
TCS,3226.0,2025-04-07 14:38:07
INFY,1383.15,2025-04-07 14:38:08
HDFCBANK,1746.8,2025-04-07 14:38:08
ITC,403.2,2025-04-07 14:38:09
SBIN,743.1,2025-04-07 14:38:10
